HR,Name,DM,HD,SAO,FK5,IRFlag,r_IRFloag,Multiple,ADS,ADScomp,VarID,RAh1900,RAm1900,RAs1900,DE-1900,DEd1900,DEm1900,DEs1900,RAh,RAm,RAs,DE-,DEd,DEm,DEs,GLON,GLAT,Vmag,n_Vmag,u_Vmag,B-V,u_B-V,U-B,u_U-B ,R-I,n_R-I,SpType,n_SpType,pmRA,pmDE,n_Parallax,Parallax,RadVel,n_RadVel,l_RotVel,RotVel,u_RotVel,Dmag,Sep,MultID,MultCnt,NoteFlag
3747,,BD+56 138,81790,27271,,,,,,,,9,22,38.8,+,56,10,57,9,29,47.6,+,55,44,44,160.10,44.12,6.45,R,,,,,,,,F3V s,,-0.132,-0.033,,,10,,,,,,,,,
3878,,CD-29 775,84567,177939,,,,,,,,9,40,58.0,-,29,44,33,9,45,21.8,-,30,12,10,261.83,17.45,6.45,,,-0.13,,-0.94,,,,B0.5IIIn,,-0.032,0.001,,,33,,,,,,,,,*
3880,19    Leo,BD+12 209,84722,98767,,,,S,,,,9,42,3.4,+,12,1,51,9,47,25.9,+,11,34,6,223.53,44.20,6.45,,,0.43,,0.09,,,,A7Vn,,-0.053,0.005,,,-4,,,,,0.2,0.0,,,*
3961,13    Sex,BD+03 231,87301,118086,,,,,,,,9,58,57.6,+,3,41,16,10,4,8.4,+,3,12,4,236.44,43.45,6.45,,,0.40,,-0.02,,,,F4V,,-0.075,-0.097,,,0,SB,,,,,,,,
4051,,BD+54 136,89389,27606,,,,,,,,10,13,48.4,+,54,16,46,10,20,14.8,+,53,46,45,158.57,51.58,6.45,,,0.54,,0.08,,,,F9V,,-0.084,0.046,,,-21,,=<,6,,,,,,
4131,,BD+54 138,91311,27682,,,,,,,,10,27,27.4,+,54,0,47,10,33,43.6,+,53,29,51,157.30,53.44,6.45,R,,,,,,,,A1V,,-0.047,-0.025,,,2,,,127,,,,,,*
4373,,CD-34 734,98221,202289,,,,,,,,11,12,49.6,-,34,11,28,11,17,39.2,-,34,44,14,281.91,24.28,6.45,,,0.40,,-0.03,,,,F4V,,-0.006,0.002,,,-9,,,,,,,,,
4420,,CD-34 747,99712,202478,,,,,,,,11,23,5.3,-,34,46,42,11,27,58.5,-,35,19,43,284.31,24.51,6.45,,,,,,,,,K5III:,,-0.006,0.012,,,-18,V,,,,,,,,
4459,,BD+21 233,100655,81886,,,,,,,,11,29,50.7,+,20,59,40,11,35,3.8,+,20,26,29,229.80,71.32,6.45,,,1.01,,,,,,G9III,,-0.059,-0.005,,,-7,,,,,,,,,
4550,,BD+38 228,103095,62738,1307,,,,,,CF UMa,11,47,13.0,+,38,26,10,11,52,58.8,+,37,43,7,168.42,73.69,6.45,,,0.75,,0.17,,0.45,,G8Vp,,4.003,-5.813,,0.116,-98,V,,,,5.5,1.7,,,*
4816,,BD+36 229,110066,63118,3013,,,,,,AX CVn,12,34,25.0,+,36,30,6,12,39,16.9,+,35,57,7,138.51,80.81,6.45,,,0.06,,0.03,,,,A0pSrCrEu,,0.022,-0.006,,,-15,V?,,13,,,,,,*
5007,,BD+19 265,115319,100484,,,,,,,,13,11,22.4,+,19,34,47,13,16,14.3,+,19,3,6,339.43,80.12,6.45,,,0.98,,0.75,,,,G8III,,-0.102,0.002,,,-45,,,,,,,,,
5010,,BD+20 281,115365,82751,3059,,,W,,,,13,11,41.1,+,20,18,45,13,16,32.3,+,19,47,7,342.33,80.67,6.45,,,0.25,,0.08,,,,F0V,,-0.110,0.023,,,-35,,,161,,1.9,203,,,*
5098,,CD-281012,117718,181735,,,,,,,,13,26,59.0,-,29,3,3,13,32,34.5,-,29,33,55,313.54,32.46,6.45,,,0.44,,0.00,?,,,F3IV,,-0.072,0.004,,,-20,,,,,,,,,
5209,,CD-231132,120690,182026,,,,,,,,13,45,49.8,-,23,53,13,13,51,20.4,-,24,23,27,319.96,36.49,6.45,,,0.69,,0.27,,,,G5V,,-0.572,-0.302,,0.062,2,,,,,,,,,*
5305,3    UMi,BD+75  52,124063,7953,3125,,,,,,,14,6,8.9,+,75,4,3,14,6,56.4,+,74,35,37,116.34,41.55,6.45,,,0.14,,0.12,,,,A7V,,-0.052,0.012,,,-4,,,,,,,,,
5331,,BD+04 284,124681,120364,,I,,,,,FS Vir,14,9,50.5,+,3,48,11,14,14,53.0,+,3,20,10,346.51,58.96,6.45,,,1.60,,1.72,,1.05,E,M4IIIab,,-0.045,-0.014,,,-48,,,,,,,,,*
5403,,CP-58 554,126610,241737,,,,,,,,14,21,24.8,-,58,44,54,14,28,43.5,-,59,11,52,315.11,1.35,6.45,,,0.14,,0.13,,,,A0II-III,,-0.011,-0.015,,,2,V,,,,,,,,*
5657,23    Lib,CD-241192,134987,183275,,,,,,,,15,7,37.9,-,24,55,56,15,13,28.7,-,25,18,33,339.19,27.38,6.45,,,0.70,,,,,,G4V,,-0.398,-0.071,,0.034,3,V?,,,,,,,,
5748,,BD+54 174,137928,29527,,,,,,,,15,23,49.1,+,54,22,7,15,26,32.5,+,54,1,12,87.20,50.95,6.45,,,0.05,,,,,,A2IV,,0.048,-0.019,,,-5,,,,,,,,,
5783,,BD+17 288,138803,101618,,,,,,,,15,29,18.8,+,17,28,29,15,33,52.8,+,17,8,16,26.64,51.26,6.45,R,,,,,,,,F3III,,-0.042,-0.038,,,-21,,,67,,,,,,
5841,,BD+58 158,140117,29609,,,,,,,7192,15,36,56.9,+,58,14,51,15,39,9.5,+,57,55,28,91.21,47.56,6.45,,,1.09,,1.04,,,,K1III,,-0.005,0.011,,,-8,,,,,,,,,*
6156,34    Her,BD+49 251,149081,46128,,,,,,,,16,27,21.2,+,49,10,43,16,30,6.0,+,48,57,39,75.86,42.99,6.45,,,0.03,,0.00,,,,A1V,,-0.048,-0.062,,,-8,,,59,,,,,,
6263,,CD-411103,152249,227383,,,,,,,8023,16,47,10.3,-,41,41,0,16,54,11.8,-,41,51,1,343.45,1.16,6.45,,,0.20,,-0.74,,,,O9Ib,,0.012,-0.039,,,-24,SB2O,,100,,,,,,*
6312,,CD-501095,153370,244370,,,,W,,,,16,53,59.7,-,50,58,50,17,1,46.1,-,51,7,51,336.97,-5.62,6.45,,,0.27,,,,,,A7V,,-0.027,-0.039,,,-28,,,,,0.3,0.1,,,*
6430,,BD+23 307,156593,84982,,I,,,,,,17,13,24.5,+,23,11,53,17,17,35.9,+,23,5,27,45.11,30.32,6.45,R,,,,,,,,K2,,-0.002,-0.001,,,-15,,,,,,,,,
6552,,CP-85  46,159517,258779,3989,,,,,,,17,29,59.3,-,85,10,34,18,1,34.1,-,85,12,53,308.13,-26.00,6.45,,,0.44,,0.02,,,,F5IV,,-0.007,-0.142,,,-23,,,,,,,,,
6652,,CD-341218,162515,209401,,,,,,,,17,46,14.8,-,34,59,37,17,52,55.9,-,35,1,7,355.57,-4.45,6.45,,,0.02,,-0.07,,,,B9.5V,,0.015,0.007,,,-9,SB2O,,95,,,,,,*
6856,,CD-371245,168357,210017,,,,,,,,18,14,5.5,-,37,31,48,18,20,55.3,-,37,29,15,356.07,-10.59,6.45,,,1.31,,,,,,K2II,,0.011,-0.008,,,2,,,,,,,,,
7019,,BD+38 325,172741,67233,,,,,,,,18,36,48.7,+,38,16,26,18,40,12.2,+,38,22,2,67.27,18.50,6.45,,,0.21,,0.14,,0.09,,A6m,,0.026,0.001,,,17,,,,,,,,,*
7041,,BD+39 350,173383,67287,,I,,W,,,11271,18,39,56.6,+,39,11,59,18,43,16.7,+,39,18,1,68.41,18.26,6.45,,,1.59,,2.00,,,,K5,,0.016,-0.002,,,-34,SB,,,,3.8,60.2,,,
7191,,BD+62 166,176668,18082,,,,,11901,,,18,56,17.0,+,62,15,41,18,57,17.4,+,62,23,48,92.68,23.18,6.45,,,0.93,,0.66,,,,G5IV+G8V,,0.006,-0.039,,,-8,V?,,,,2.8,17.0,AB,4,*
7513,,CP-67 368,186584,254658,,,,,,,,19,40,4.5,-,67,3,35,19,49,53.3,-,66,48,46,329.18,-30.50,6.45,,,1.48,,1.72,,,,K4III,,-0.012,0.016,,,-2,,,,,,,,,
7658,,BD-22 531,190009,188863,,,,D,,,,19,57,48.8,-,22,52,35,20,3,44.3,-,22,35,44,19.39,-25.48,6.45,,,0.50,,,,,,F6V,,-0.042,0.020,,,7,V,,,,,,,,*
7663,,CP-66 347,190222,254731,,,,,,,,19,58,49.4,-,66,38,26,20,8,20.5,-,66,21,17,329.57,-32.36,6.45,,,1.58,,1.98,,,,K5III,,-0.010,-0.005,,,36,,,,,,,,,
7677,,BD+22 391,190590,88163,,,,S,,,,20,0,40.1,+,22,55,33,20,4,58.6,+,23,12,37,61.91,-4.49,6.45,R,,,,,,,,A5Vn,,0.006,-0.002,,,-22,,,,,,0.1,,,
7734,,BD+36 394,192538,69653,,,,,,,Var?,20,10,20.1,+,36,18,5,20,14,5.0,+,36,36,19,74.23,1.14,6.45,,,0.00,,-0.02,,,,A0V,,0.024,0.002,,,-22,,,142,,,,,,
7777,,BD+45 313,193536,49462,,,,,,,V1773 Cyg,20,15,37.2,+,46,0,31,20,18,49.6,+,46,19,22,82.82,5.80,6.45,,,-0.13,,-0.69,,,,B2V,,-0.005,0.010,,,-9,SB2O,,,,,,,,*
7914,,BD+19 448,197076,106373,,,,W,,,,20,36,13.8,+,19,34,18,20,40,45.2,+,19,56,7,63.85,-13.22,6.45,,,0.63,,0.09,,0.34,,G5V,,0.122,0.304,,0.050,-37,V?,,5,,5.1,93.7,,,*
7993,,BD+63 166,198781,19051,3667,,,,,,,20,47,32.0,+,63,40,9,20,49,17.4,+,64,2,32,99.94,12.61,6.45,,,0.07,,-0.77,,,,B0.5V,,-0.006,-0.004,,,-27,,,,,,,,,
8095,,BD+02 431,201507,126587,,,,,,,,21,4,55.0,+,2,32,12,21,9,58.3,+,2,56,36,53.26,-28.80,6.45,,,0.37,,0.06,,,,F5IV,,0.040,0.017,,,-44,,,,,,,,,
8129,,CP-85  51,202418,258899,,,,,,,13686,21,10,33.0,-,85,14,17,21,32,4.2,-,84,48,36,307.53,-30.40,6.45,,,1.40,,1.66,,,,K3III,,0.045,-0.027,,,15,,,,,,,,,*
8303,,CD-501346,206690,230822,,,,,,,,21,38,41.2,-,49,57,33,21,45,19.0,-,49,29,55,347.83,-48.10,6.45,,,1.15,,,,,,K1III,,0.094,0.053,,,-51,,,,,,,,,
8645,,BD-09 603,215114,146271,,,,,16208,,,22,37,49.0,-,8,50,6,22,43,3.5,-,8,18,42,58.68,-54.29,6.45,,,0.17,,0.12,,,,A5V,,0.024,-0.006,D,0.004,5,V?,,,,1.1,2.5,AB,4,*
8881,,BD+61 242,220074,20567,,I,,,,,,23,15,52.0,+,61,25,22,23,20,14.3,+,61,58,12,112.44,0.97,6.45,R,,,,,,,,K1V,,0.003,-0.013,,,-35,,,,,,,,,*
8908,,CP-67 396,220759,255486,,,,,,,,23,21,11.8,-,67,7,51,23,27,7.2,-,66,34,52,315.38,-48.46,6.45,,,1.47,,1.77,,,,K4III,,-0.042,-0.023,,,12,,,,,,,,,
8953,,BD+23 476,221905,91367,3894,I,,,,,,23,30,55.5,+,24,0,28,23,35,55.9,+,24,33,40,101.83,-35.20,6.45,,,1.73,,2.01,,,,M1III,,0.004,0.009,,,-12,,,,,,,,,
72,,BD-08   3,1461,128690,,,,,,,,0,13,33.0,-,8,36,16,0,18,41.8,-,8,3,10,99.29,-69.40,6.46,,,0.68,,0.29,,,,G0V,,0.413,-0.139,,0.053,-10,V?,,,,,,,,*
251,,CD-25  33,5156,166651,,,,,733,A,,0,48,18.0,-,25,19,17,0,53,12.4,-,24,46,37,132.59,-87.62,6.46,,,0.44,,0.03,,,,F6IV-V,,0.098,0.037,D,0.006,-4,V,,,,2.5,5.4,,,*
286,,BD+88,5914,209,,,,,,,,0,55,36.8,+,88,29,15,1,33,50.4,+,89,0,56,123.13,26.16,6.46,,,0.11,,0.07,,,,A3V,,0.062,-0.036,,,-10,,,,,,,,,
379,,BD+36  22,7853,54592,,,,,1055,,,1,13,6.8,+,36,51,36,1,18,47.0,+,37,23,10,128.93,-25.17,6.46,,,0.23,,0.14,,0.11,,A5m,,-0.011,-0.014,D,0.008,5,SB,,35,,3.1,6.2,,,
418,,BD+40  28,8801,37227,,,,,1151,,,1,21,37.5,+,40,34,52,1,27,26.6,+,41,6,2,130.20,-21.26,6.46,,,0.27,,0.03,,0.16,,A7m,,0.003,-0.001,,,1,,,70,,5.9,15.3,,,*
676,,BD+22  32,14262,75277,,,,,,,,2,13,19.0,+,22,42,24,2,18,58.0,+,23,10,4,147.80,-35.44,6.46,,,0.34,,0.08,,,,A1V+F3III,,0.000,-0.005,,,-13,SBO,,116,,,,,,*
808,36    Ari,BD+17  42,17017,93081,2190,,,,,,,2,38,44.1,+,17,20,27,2,44,19.1,+,17,45,50,157.47,-37.42,6.46,,,1.07,,1.07,,0.39,E,K2III,,0.039,-0.038,,,-32,V,,,,,,,,*
1077,,BD+59  67,21903,24111,,,,,2612,,,3,26,50.6,+,59,42,13,3,35,0.8,+,60,2,28,142.05,3.39,6.46,,,0.39,,-0.07,,,,F3V,,-0.035,0.013,D,0.021,21,,,,,0.9,1.1,AB,3,*
1161,,BD+56  84,23594,24244,,,,W,,,,3,41,21.0,+,56,48,37,3,49,19.6,+,57,7,5,145.30,2.19,6.46,,,0.06,,0.02,,,,A0Vn,,0.018,-0.027,,,-2,,,157,,0.8,58.3,,,
1227,,CP-53  62,24863,233321,2282,,,W,,,1419,3,51,56.3,-,52,58,55,3,54,34.0,-,52,41,26,262.79,-47.64,6.46,,,0.16,,0.13,,,,A4V,,0.031,-0.041,,,21,,,,,6.1,22.8,,,*
1258,,BD-20  76,25631,169071,,,,,,,Var?,3,59,0.3,-,20,25,11,4,3,24.7,-,20,8,39,214.57,-45.74,6.46,,,-0.18,,-0.80,,,,B2.5V,,0.003,-0.014,,,20,,,,,,,,,*
1391,70    Tau,BD+15  62,27991,93925,,,,W,,,,4,19,54.7,+,15,42,45,4,25,37.3,+,15,56,27,179.79,-22.54,6.46,,,0.49,,0.02,,0.25,,F7V,,0.107,-0.028,,0.038,38,SB?,,15,,0.0,0.1,AP,3,*
1540,,CP-63  36,30610,249095,2356,,,,,,1718,4,44,2.3,-,63,24,35,4,44,57.9,-,63,13,47,273.75,-38.12,6.46,,,1.08,,1.00,,,,K0-1III,,-0.013,-0.005,,,16,,,,,,,,,
1768,22    Aur,BD+28  78,35076,77139,,,,,,,,5,17,2.8,+,28,50,29,5,23,22.9,+,28,56,12,177.36,-4.09,6.46,,,-0.04,,-0.19,,,,B9V s,,0.019,-0.030,,,9,V,,70,,,,,,
1863,,BD-01  93,36646,132247,,,,,4150,,2131,5,28,4.0,-,1,47,19,5,33,7.2,-,1,43,6,205.31,-18.17,6.46,,,-0.09,,-0.60,,-0.12,,B4Vn,,-0.025,-0.040,D,0.002,37,,,196,,1.8,1.5,AB,4,*
2354,,CP-63  56,45701,249539,,I,',,,,,6,23,44.5,-,63,22,3,6,24,26.3,-,63,25,44,273.01,-27.04,6.46,,,0.66,,,,,,G3III-IV,,-0.007,-0.103,,,23,,,,,,,,,
2452,,BD+36 148,47703,59365,2516,,,,,,,6,34,54.8,+,36,1,31,6,41,37.7,+,35,55,55,179.30,13.69,6.46,,,0.49,,,,,,F8III,,-0.017,-0.022,,,86,,=<,10,,,,,,
2489,32    Gem,BD+12 127,48843,96084,,,,,,,3197,6,40,17.1,+,12,47,52,6,45,54.2,+,12,41,37,200.99,4.54,6.46,,,,,,,,,A9III,,0.001,0.002,,,9,,=<,15,,,,,,
2524,,CP-54 111,49705,234704,,,,W,,,,6,44,39.4,-,54,35,7,6,46,41.5,-,54,41,41,264.22,-22.50,6.46,,,0.86,,,,,,G6III,,-0.050,0.024,D,0.004,3,,,,,3.4,1.8,,,
2579,,CD-43 275,50860,218278,,,,W,,,,6,49,45.2,-,43,51,8,6,52,47.1,-,43,58,33,253.67,-18.23,6.46,,,-0.10,,-0.38,,-0.05,C,B8V,,-0.005,0.001,,,26,,,,,6.0,10.0,,,
2687,,CD-50 256,54179,234907,,,,,,,,7,2,43.9,-,50,12,28,7,5,16.5,-,50,21,37,260.76,-18.47,6.46,,,,,,,,,K3III,,-0.011,0.032,,,13,,,,,,,,,
2774,,CD-26 414,56876,173411,,,,,,,,7,13,44.2,-,26,37,0,7,17,47.9,-,26,47,51,239.73,-6.57,6.46,,,-0.15,,-0.61,,,,B2IV-V,,-0.010,0.001,,,15,V,,,,,,,,*
3372,34    Cnc,BD+10 181,72359,97902,,,,,,,,8,27,13.3,+,10,24,18,8,32,39.9,+,10,3,58,215.27,27.02,6.46,,,-0.02,,-0.04,,,,A1V,,0.003,-0.005,,,-11,SB,,20,,,,,,
3606,,BD+32 183,77660,61242,,,,,,,,8,58,48.3,+,32,46,32,9,4,55.2,+,32,22,37,192.36,41.12,6.46,,,0.24,,0.10,,,,A8V,,-0.043,-0.058,,,16,,,131,,,,,,
3774,,BD+74  40,82327,6900,,,,,,,,9,26,7.6,+,74,45,47,9,36,6.8,+,74,19,4,137.63,36.68,6.46,,,-0.10,,-0.33,,,,B9V,,-0.016,-0.070,,,-11,V?,,,,,,,,
3798,,CD-28 737,82610,177619,,,,,,,S Ant,9,27,55.7,-,28,11,14,9,32,18.5,-,28,37,41,258.55,16.62,6.46,,,0.33,,,,,,A9V,,-0.072,0.039,,,15,SBO,,113,,,,,,*
3883,,CP-56 249,84809,237314,,,,,,,4623,9,42,28.3,-,56,43,28,9,45,40.5,-,57,11,8,279.78,-2.92,6.46,,,-0.11,,-0.58,,,,B8III-IV,,-0.031,0.017,,,11,V?,,,,,,,,*
3896,23    Leo,BD+13 216,85268,98809,,I,,,,,,9,45,37.3,+,13,32,2,9,51,2.0,+,13,3,58,222.18,45.65,6.46,,,1.58,,1.92,,,,M0III,,0.028,-0.008,,,-9,V?,,,,,,,,
4014,22    LMi,BD+32 200,88786,61953,,,,,,,,10,9,21.8,+,31,57,52,10,15,6.3,+,31,28,5,196.10,55.82,6.46,R,,,,,,,,G8III,,-0.037,-0.001,,,15,V?,,,,,,,,
4212,,CP-70 118,93359,256751,,,,W,,B,,10,41,30.9,-,70,19,46,10,44,32.1,-,70,51,18,292.83,-10.51,6.46,,,0.23,,0.14,,,,A6IV,,-0.060,0.007,,,15,,,,,0.2,63.0,AB,3,*
4307,,CD-31 872,95857,202039,2881,I,,,,,,10,58,30.0,-,31,25,18,11,3,16.1,-,31,57,39,277.62,25.54,6.46,,,1.62,,1.98,,,,M1III,,-0.039,-0.031,,,80,,,,,,,,,
4322,64    Leo,BD+24 231,96528,81681,,,,,,,,11,2,18.5,+,23,51,52,11,7,39.7,+,23,19,25,216.37,66.27,6.46,,,0.16,,0.12,,0.09,,A5m,,-0.014,0.008,,,-2,SBO,,,,,,,,*
4481,,BD+65  84,101150,15580,,,,,8249,,,11,33,12.1,+,64,54,2,11,38,49.2,+,64,20,49,135.31,51.00,6.46,R,,,,,,,,A5IV,,0.016,0.006,D,0.004,-22,,,,,1.3,1.8,,,
4557,,CD-37 753,103437,202926,,,,W,,,,11,49,24.7,-,37,11,38,11,54,25.8,-,37,44,56,290.66,23.76,6.46,,,0.52,,-0.03,,,,F7V,,-0.309,0.060,,0.052,-12,,,,,1.3,1.1,,,*
4774,,CD-31 974,109074,203567,,,,,,,,12,26,46.4,-,31,58,52,12,32,4.5,-,32,32,1,298.21,30.16,6.46,,,0.20,,0.18,,,,A3V,,-0.015,-0.008,,,-9,,,,,,,,,
5216,,BD+59 153,120874,28901,,,,,,,,13,47,1.4,+,59,2,4,13,50,27.7,+,58,32,22,108.83,56.94,6.46,,,0.09,,0.08,,,,A3V,,-0.029,0.011,,,-40,SB,,,,,,,,
5302,,BD+60 151,123977,29019,3126,,,,,,,14,5,40.1,+,59,48,41,14,8,46.0,+,59,20,16,105.75,55.14,6.46,,,1.02,,0.82,,0.52,,K0III,,-0.123,-0.017,,,11,V?,,,,,,,,
5753,,CD-321086,138221,206734,3223,,,,,,,15,25,35.1,-,32,32,21,15,31,50.3,-,32,52,52,337.81,18.91,6.46,,,0.09,,,,,,B7V,,-0.012,-0.024,,,5,V?,,,,,,,,
5760,,BD+31 274,138341,64736,,,,,,,,15,26,20.0,+,31,37,43,15,30,22.7,+,31,17,10,49.50,55.25,6.46,,,0.19,,0.14,,0.11,,A4IV,,-0.024,-0.012,,,-4,,,,,,,,,
6160,,CD-441096,149174,226926,,,,,,,7829,16,27,56.3,-,45,1,59,16,35,7.9,-,45,14,41,338.62,1.56,6.46,,,1.34,,,,,,K2-3III,,-0.022,-0.073,,,-56,,,,,,,,,*
6211,,CD-311316,150638,207967,3325,,,,,,,16,37,12.8,-,31,54,57,16,43,38.7,-,32,6,22,349.63,9.01,6.46,,,-0.08,,,,,,B8V,,-0.002,-0.023,,,-3,V?,,,,,,,,
6383,,BD+51 217,155328,30262,,,,,10369,,,17,5,49.8,+,50,58,8,17,8,17.1,+,50,50,32,77.74,36.73,6.46,,,0.00,,-0.13,,,,A1V,,-0.002,0.029,,,-15,,,65,,5.1,18.3,,3,*
6449,,BD-10 447,156971,160482,,,,W,,,,17,15,20.2,-,10,35,41,17,20,52.7,-,10,41,46,12.51,14.60,6.46,,,0.33,,0.01,,,,F1III,,0.065,-0.009,,,12,,,28,,7.8,8.1,,,
6665,,BD+15 329,162734,103161,,,,,10850,,,17,47,27.7,+,15,21,0,17,51,58.5,+,15,19,33,40.41,19.92,6.46,R,,,,,,,,K0III,,0.000,0.031,D,0.004,-43,V?,,,,0.2,0.8,AB,6,*
6669,,BD+40 322,162826,47009,,,,,,,,17,47,59.1,+,40,5,50,17,51,14.0,+,40,4,21,66.06,28.06,6.46,R,,,,,,,,G0V,,-0.012,0.012,,,2,,=<,6,,,,,,
7184,,BD+58 184,176560,31292,,,,,11897,,,18,55,49.5,+,58,5,15,18,57,28.4,+,58,13,31,88.33,22.04,6.46,,,0.08,,0.05,,,,A2IV,,0.014,0.047,,-0.008,-8,V?,,105,,0.2,0.8,,,*
7255,,CD-401307,178254,210994,,,,,,,,19,2,45.2,-,39,59,7,19,9,39.7,-,39,49,41,357.62,-20.26,6.46,,,1.06,,,,,,K0III,,-0.001,-0.049,,,17,,,,,,,,,
7585,,CD-331456,188158,211653,,,,,,,,19,48,40.6,-,33,18,27,19,55,5.1,-,33,2,47,7.66,-26.95,6.46,,,1.48,,,,,,K2/3III,,-0.012,-0.002,,,34,V,,,,,,,,
7765,,CD-361405,193302,212025,1530,,,,,,,20,14,24.5,-,35,59,20,20,20,51.9,-,35,40,25,6.22,-32.75,6.46,,,1.31,,,,,,K3-4III,,0.039,0.018,,,-15,,,,,,,,,
8107,,BD+47 332,201836,50536,,,,,14720,,,21,7,2.6,+,47,17,2,21,10,31.0,+,47,41,31,89.36,-0.25,6.46,,,-0.01,,-0.35,,,,B6IV,e,0.004,-0.007,,,-9,,,120,,0.8,136.1,AC,6,*
8136,,BD+47 334,202654,50631,,,,,,,,21,12,7.4,+,47,33,26,21,15,36.8,+,47,58,25,90.16,-0.68,6.46,,,-0.15,,-0.66,,,,B4IV,,-0.042,-0.023,,,-26,SB,,,,,,,,*
8203,,BD-00 421,204041,126789,,,,,,,,21,20,44.3,+,0,6,8,21,25,51.5,+,0,32,4,53.47,-33.44,6.46,,,0.16,,0.05,,,,A1IV,,0.040,0.013,,,-9,,,68,,,,,,
8391,,BD+32 431,209149,71932,,,,,,,,21,56,3.0,+,32,31,28,22,0,26.8,+,33,0,22,86.30,-17.44,6.46,,,,,,,,,F5III,,-0.006,0.064,,,-2,,,40,,,,,,*
8459,28    Peg,BD+20 509,210516,90287,3772,,,,,,,22,5,46.5,+,20,29,11,22,10,30.2,+,20,58,41,79.80,-28.11,6.46,,,0.12,,0.11,,,,A3III,,0.000,-0.008,,,8,,,,,,,,,
8549,,BD+36 483,212883,72344,,,,,15942,,,22,22,19.2,+,36,56,5,22,26,45.7,+,37,26,38,93.58,-17.05,6.46,,,-0.13,,-0.75,,,,B2V,,0.013,-0.003,,,-7,,,25,,3.3,4.3,,,*
8686,,CP-60 761,216169,255336,3826,,,,,,,22,45,26.7,-,60,24,41,22,51,44.9,-,59,52,53,326.58,-51.40,6.46,,,1.13,,,,,,K1IIICNII,,-0.046,-0.009,,,0,,,,,,,,,
8705,,BD+49 396,216523,34917,,,,,,,,22,48,32.3,+,49,52,51,22,52,52.3,+,50,24,43,104.37,-8.14,6.46,,,-0.04,,-0.34,,,,B8V,,0.019,-0.011,,,-11,V?,,,,,,,,
9015,,BD+01 477,223346,128393,,,,,,,,23,43,42.2,+,1,39,34,23,48,49.3,+,2,12,51,93.25,-57.00,6.46,,,0.44,,-0.02,,,,F5III-IV,,0.007,-0.042,,,-25,SB,,12,,,,,,
9078,,BD+26 472,224758,91648,,,,W,,,,23,55,16.8,+,26,21,46,0,0,23.9,+,26,55,6,109.09,-34.58,6.46,,,0.50,,0.01,,,,F7-8IV-V,,0.044,-0.052,,,0,V,,,,,,,,*
61,,BD-21   2,1256,166167,,,,,,,113,0,11,38.1,-,20,45,57,0,16,42.5,-,20,12,38,72.13,-79.47,6.47,,,-0.09,,-0.48,,,,B8III,,0.012,-0.014,,,19,V,,,,,,,,*
156,,BD+23   8,3411,74148,,,,,,,,0,31,51.1,+,23,27,54,0,37,7.2,+,24,0,51,118.74,-38.74,6.47,R,,,,,,,,K2III,,-0.014,-0.044,,,-1,,,,,,,,,
206,,BD-17  13,4338,147436,,,,,636,,,0,40,41.7,-,16,58,16,0,45,41.7,-,16,25,27,115.55,-79.21,6.47,,,0.31,,,,,,F1IVn,,0.014,-0.005,,,0,,,,,3.0,3.0,,,
287,,BD+50  20,6028,21938,,,,,,,,0,56,29.2,+,50,29,50,1,2,18.4,+,51,2,6,124.68,-11.80,6.47,,,,,,,,,A3V,,-0.004,-0.013,,,6,,,,,,,,,
680,,BD+29  39,14373,75287,,,,,,,,2,14,13.5,+,29,43,44,2,20,4.4,+,30,11,18,144.79,-28.89,6.47,R,,,,,,,,K0,,0.016,-0.023,,,-1,,,,,,,,,
827,,CD-23 106,17438,168051,,,,,,,,2,42,40.8,-,22,54,12,2,47,11.2,-,22,29,8,209.30,-63.39,6.47,,,0.39,,,,,,F2,,-0.021,-0.038,,,3,V?,,,,,,,,
1470,,BD+26  73,29364,76682,,,,,3353,,1676,4,32,18.8,+,26,44,27,4,38,29.6,+,26,56,24,172.92,-13.20,6.47,R,,,,,,,,F2V:,,0.047,-0.058,D,0.021,4,SB,,,,0.1,4.0,,,*
2054,,BD+49 142,39743,40720,,,,,,,,5,49,23.5,+,49,0,49,5,57,4.9,+,49,1,46,163.58,11.96,6.47,,,0.99,,,,,,G8III,,0.019,-0.016,,,-2,,,,,,,,,
2339,,BD+27 112,45504,78417,,,,D,,,,6,22,40.7,+,27,1,56,6,28,56.6,+,26,58,4,186.37,7.41,6.47,R,,,,,,,,F5,,0.116,-0.067,,,-70,,=<,10,,0.9,0.0,,,*
2712,,CP-68  59,55151,249740,,,,,,,,7,6,36.3,-,68,40,42,7,6,14.1,-,68,50,14,279.73,-23.86,6.47,,,1.04,,0.87,,,,K0III,,-0.004,0.008,,,-14,,,,,,,,,
2809,,BD+66  50,57742,14195,2571,,,,,,,7,17,31.9,+,66,31,43,7,27,25.8,+,66,19,54,149.69,28.26,6.47,,,-0.09,,-0.19,,,,B9III,,-0.012,-0.032,,,7,V?,,0,,,,,,
2848,,CP-86  10,58805,258460,1661,,,,,,,7,22,1.5,-,86,52,11,6,46,58.7,-,87,1,30,299.59,-27.15,6.47,,,0.42,,-0.07,,,,F3V,,0.006,0.004,,,4,,,,,,,,,
